Symbol	human_si_Untr._24h_1	human_si_Untr._24h_2	human_si_Untr._24h_3	human_si_Untr._72h_1	human_si_Untr._72h_2	human_si_Untr._72h_3	human_si_X1000uM_24h_1	human_si_X1000uM_24h_2	human_si_X1000uM_24h_3	human_si_X1000uM_72h_1	human_si_X1000uM_72h_2	human_si_X1000uM_72h_3
C1QTNF1	6.130104186	6.723701709	7.035696525	7.144021386	7.566978624	7.714040289	6.728382967	6.849684145	6.330584148	7.059632603	7.095694511	6.758340977
C1QTNF12	5.786858642	5.308363269	5.361006088	5.863644903	5.702132784	5.314304774	5.762717634	5.468595689	5.237374367	5.367624874	5.690757925	5.68052992
C1QTNF3	5.708149627	5.502317199	5.575664236	5.586485709	5.580676222	5.229741062	5.685318839	5.369013222	5.574434916	5.211053859	5.690757925	5.68052992
C1QTNF6	7.517241271	7.133374448	7.506284806	7.308151521	7.736997524	7.754971193	5.475720411	6.075003802	5.907390931	5.610758843	5.740902356	5.989854415
C1R	5.344733606	5.162002464	5.287482752	5.978683472	5.810229909	5.921484333	5.328296633	5.713448913	5.686491206	6.425418734	6.415322034	6.658523749
C1RL	7.941846221	8.350497434	8.467866262	8.246335827	8.650346566	8.540484321	6.728382967	7.18018921	6.883742676	6.614927183	6.726321289	6.895239269
C1RL-AS1	7.108665548	6.888404216	7.05920183	6.223616008	6.107498688	6.178623714	7.372930408	7.772936049	7.234064777	6.891912571	6.848182512	7.133254233
C2	5.302263872	5.351136354	5.160507843	5.625727942	6.054026608	5.639047796	5.475720411	5.938662975	5.818407538	6.171019409	5.690757925	6.103449645
C20orf194	6.981915911	6.548827781	6.812798483	6.388770011	6.948441477	6.850216011	6.331718969	6.465969215	6.461895141	6.072648082	5.637909129	6.130180649
C20orf27	7.61662188	8.075021759	8.5750486	8.04360699	8.975960097	8.684070313	7.722932088	8.037977617	7.845648083	7.41857872	7.219242564	7.227033348
C20orf96	6.333693986	6.314465344	6.449781509	6.499661296	6.595699066	6.74940007	6.390420111	6.671868297	6.514233307	7.106159219	6.905175192	7.058453662
C21orf58	7.108665548	7.341081834	7.73409508	6.919507668	7.171621592	7.097861892	5.711792269	6.149636349	5.989623881	5.497728652	4.495114043	5.794109822
C21orf91	5.528546732	5.630947184	5.628482171	5.545497623	5.047412143	5.459416468	5.762717634	5.676816184	5.686491206	6.570111451	6.660896323	6.255459514
C22orf39	6.991372138	7.392058022	7.407293668	6.906594076	6.961850311	7.236169048	7.12584082	7.4729896	7.162444475	7.51262623	6.88644555	7.071208448
C22orf46	6.587384306	6.437093873	6.849591469	6.267043447	6.107498688	6.075397972	6.188354615	6.075003802	6.090658713	6.139138607	5.740902356	6.156315351
C2CD2	7.822657958	7.434313022	7.695325985	7.383446698	7.505401877	7.452316347	7.600229225	7.574802741	7.652715355	7.489701244	7.372849903	7.602101123
C2CD2L	8.380961281	8.181081409	8.0344409	8.37919963	8.400880938	8.546281304	9.032210403	9.293626662	8.796589404	9.125674814	9.372664162	9.357919825
C2CD3	8.810150082	8.602811331	9.158712327	8.635705312	8.546237686	8.684070313	8.962221452	9.012613628	8.861273799	8.966920412	8.877481149	9.010239366
C2CD5	7.417192068	7.572882451	7.460573752	7.454874285	7.194311785	7.236169048	6.824017556	6.538326469	6.831141644	7.090825847	7.277091505	6.880703073
C2orf15	6.148458548	6.407548521	6.306184001	6.005662114	6.322047028	5.921484333	6.205151019	5.599097482	5.686491206	5.556011685	5.690757925	6.019333455
C2orf16	6.111457709	6.064673891	6.205219999	5.768435405	5.702132784	5.742132367	5.367792306	5.51426643	5.650586365	5.003929416	5.132349363	5.216106405
C2orf42	6.862948303	6.723701709	6.97095144	6.798544195	7.026971244	6.470156279	6.951074804	6.943410081	6.89657637	7.304581636	7.626025635	7.249512874
C2orf49	7.451344601	7.241133128	7.213309968	7.258926562	6.893430988	6.888500797	7.27344748	7.191016687	7.253862082	7.208941584	7.424744174	7.019456273
C2orf66	4.767282938	4.968755034	4.748518407	4.804482289	4.815276836	4.86539165	6.205151019	6.264423576	6.248774567	6.261842455	6.494068031	6.076089409
C2orf68	8.283201456	8.804109764	8.720945206	8.174958342	8.217475583	8.387360064	8.669918008	8.715282959	8.594423438	8.402402629	8.472456865	8.722030659
C2orf69	6.409432103	6.792050337	6.745854162	6.10759118	6.158620971	6.521096917	6.171317909	6.022427029	6.497025417	6.232324563	6.037364534	5.794109822
C2orf72	7.715037359	7.560260759	7.762488245	7.463550865	7.698340056	7.650325049	7.400092324	7.409983009	7.243998925	7.223016898	7.095694511	7.169175502
C2orf76	5.459815192	5.308363269	5.325146696	5.586485709	5.580676222	5.639047796	5.328296633	5.369013222	5.399378359	5.711565071	5.581949321	5.454735935
C2orf81	6.508326936	6.377289307	6.954269695	7.099733467	7.48729926	7.279347112	5.540689791	5.557676529	5.446631898	6.232324563	5.920101692	6.076089409
C2orf88	6.649757801	6.21373922	6.220170459	6.223616008	6.158620971	5.835625945	6.100598113	6.219819623	6.13803484	5.610758843	5.132349363	5.551896671
C2orf91	5.622627207	5.568902415	5.287482752	5.625727942	4.946973102	5.229741062	5.879986941	6.049017781	5.935489682	5.556011685	5.389264618	5.551896671
C3	6.923745744	6.997487635	6.399456919	7.355687275	7.752168648	6.830654634	6.884157782	6.718616497	6.369532981	7.277924612	7.840464626	6.895239269
C3orf14	5.735074458	5.536231545	5.490192603	5.502545825	4.815276836	5.133006537	5.405382363	4.495114043	5.491348921	5.887105313	5.788666863	5.401638268
C3orf18	5.651985478	5.689174824	5.548073319	6.201300403	5.84387851	5.921484333	4.495114043	5.03532358	4.926788385	5.116698907	4.865006106	5.055885396
C3orf35	5.735074458	5.502317199	5.459737779	5.699665492	5.440565212	5.639047796	6.526174362	6.623387186	6.066225139	6.171019409	6.07389105	6.368975731
C3orf36	6.349215759	6.451610436	5.726083342	6.131727006	6.406478201	6.145214711	6.136490577	6.022427029	5.6132839	5.662478027	4.495114043	4.953933723
C3orf38	7.082480094	6.939083677	7.003710305	6.649793817	6.446644888	6.521096917	7.041262615	6.718616497	6.870784989	6.818500981	7.189381773	6.866007549
C3orf52	7.382181311	7.48873251	7.287629263	7.053962184	6.806437722	6.685004447	7.874715888	7.334301796	7.819648112	6.961515925	7.233933699	7.157305934
C3orf62	6.535224151	6.377289307	6.533302396	6.005662114	6.322047028	6.110829315	7.558828904	7.391445317	7.263655298	7.317720157	7.811753653	7.567041839
C3orf70	6.508326936	6.588334065	7.074649685	6.56855332	6.56002936	6.242755144	6.005657988	6.219819623	6.38855845	6.10636831	5.960577639	5.989854415
C4A	5.156958988	4.882415336	5.11191532	4.495114043	6.577987459	5.583037304	6.460117867	5.967289587	5.574434916	6.00207924	6.387939001	6.820926481
C4B	6.184332222	5.893258698	6.026877043	6.369296947	5.536404141	6.145214711	6.205151019	7.12473295	6.612898005	7.180351756	7.012395746	6.805554363
C4BPB	6.494662821	6.508067643	6.190080309	6.481841802	6.385901789	6.361662285	6.739356726	6.408854675	6.564510516	6.475501115	6.109294688	6.181883923
C4orf19	7.504308079	7.830505715	8.087571021	7.522823724	7.540919314	7.439748182	8.225720283	7.869116332	8.098628129	7.871844888	7.811753653	7.869376082
C4orf3	8.838401776	8.339563567	8.212319435	8.020485879	7.383307711	7.250712233	8.857647661	8.334953577	8.575250714	8.136316314	8.026634755	7.911709828
C4orf33	6.452766162	6.346276193	6.205219999	5.893565225	5.938888067	5.789938354	5.811215584	5.748777591	5.935489682	5.662478027	5.740902356	5.454735935
C4orf46	6.743745153	6.997487635	7.489317866	6.84009344	6.776130802	6.728282902	5.601251733	5.420323729	5.848903188	6.037910368	6.387939001	6.432404251
C4orf47	5.680471903	5.600442208	5.519608274	5.663404287	5.536404141	5.523390033	5.711792269	5.909270693	6.090658713	6.399609938	5.960577639	6.531506778
C4orf48	7.184345123	7.974664438	7.598731155	7.365002153	7.752168648	6.94395569	7.759834536	7.914861772	7.681946353	7.663389922	7.603791868	8.018786203
C5AR1	5.494863372	5.536231545	5.428140408	5.502545825	5.536404141	5.583037304	5.985679064	6.149636349	5.907390931	6.523680881	6.543978316	6.77426629
C5orf15	8.778682338	8.996899973	8.706522626	8.947673608	8.866224701	8.911959376	8.463402849	8.414108947	8.675863309	8.562984012	8.365197146	8.439861842
C5orf17	6.612694513	6.939083677	6.954269695	6.551674106	6.595699066	6.850216011	6.118682243	6.349010834	6.547969381	6.425418734	6.660896323	6.512294238
C5orf22	7.960771794	7.960413119	7.826600135	7.860257002	8.062572118	7.82386367	8.11671524	8.101404078	8.217481381	8.687607315	8.913683248	8.628409298
C5orf24	7.832982585	7.675819757	7.767165407	7.186923416	7.333342714	7.439748182	7.765028421	7.391445317	7.446258219	7.356404997	7.711604598	7.742058529
C5orf30	7.731712865	7.57915096	7.660505272	7.555599822	7.333342714	7.639419708	7.840729147	7.4729896	7.806466674	8.0841818	8.191215468	8.298772244
C5orf51	9.026451147	9.127271444	8.883575655	9.039180396	8.879981168	8.875636263	8.843110986	8.67054368	9.136697702	9.298198071	9.398413548	8.977633354
C5orf63	6.333693986	6.044622956	6.263939004	6.005662114	6.158620971	6.075397972	6.34665694	6.049017781	6.330584148	5.887105313	6.037364534	5.92845143
C5orf66	7.338970713	7.534671249	7.08992456	6.369296947	5.739463005	6.810802075	7.19773594	7.334301796	7.402806688	6.450708188	6.271926561	6.641122608
C6orf120	8.166099249	8.458838731	8.439040226	8.020485879	8.239056843	8.223115424	7.795796911	7.765808975	8.146323566	7.53518169	7.581200444	7.558138391
C6orf132	9.802469144	10.42844519	10.1518739	9.498048039	10.08061656	10.06443767	10.68360385	10.64434486	10.54204765	9.407728588	9.520674217	9.324626541
C6orf136	8.791877843	9.292715167	8.829170029	9.526862161	9.862808449	9.845232247	9.115160596	9.356069003	9.487175746	9.666308891	9.928777977	9.593282082
C6orf141	6.743745153	6.676084144	6.695871603	6.155375863	5.968802415	6.038842514	6.637126719	6.538326469	6.443957776	5.435239099	5.581949321	5.344776278
C6orf15	7.912975832	8.602811331	8.761038926	9.578890952	10.30201881	10.21893671	8.616741671	8.514672271	8.82929588	9.691271753	9.997739677	9.334952902
C6orf223	10.94951872	11.4922765	11.1873935	11.41883047	11.62654051	11.45926075	9.010702756	9.753960594	9.462405746	8.396320458	7.499134582	8.094109303
C6orf226	6.720871098	6.997487635	6.911640044	7.419618104	7.558345902	7.714040289	6.932292625	7.147185187	7.411606059	7.771460314	7.877861683	7.897738641
C6orf47	6.766229665	6.780901152	6.822092349	6.499661296	6.821335957	6.74940007	6.803353139	6.748883668	6.909288575	6.995016279	7.029468349	6.452854198
C6orf62	9.484907675	9.831461635	9.717279413	9.715660413	9.94838942	10.02773374	9.40277297	9.372427604	9.902148213	10.08884457	9.98080613	10.13072424
C6orf89	9.955423746	9.797384407	9.76203767	9.86976655	9.866262081	9.835825165	9.303745633	9.325186469	9.278312142	9.551021924	9.448570415	9.274538255
C7orf25	6.073243142	6.003429511	5.91642301	5.11036386	5.580676222	5.742132367	6.221714826	5.879061071	5.935489682	5.556011685	5.132349363	5.68052992
C7orf26	7.091264463	6.997487635	7.37678878	7.133082965	7.333342714	7.176411343	7.478538578	7.669723494	7.584635634	8.490661738	8.416675575	8.050657053
C7orf50	7.396291453	7.664093371	8.219128547	7.694299892	8.13925995	7.81422511	6.987873324	7.591074963	7.193596414	6.450708188	6.747425719	6.675696034
C8G	5.459815192	5.74413337	5.628482171	5.951036099	5.938888067	5.523390033	5.242354157	5.189870183	5.022832452	5.556011685	5.834315347	5.141305852
C8orf33	9.648807165	9.769259716	9.514651605	8.853198282	8.758621814	8.602996289	10.25730253	9.803035955	9.950427682	8.779118604	8.633280308	8.636797372
C8orf37	5.680471903	5.568902415	5.876993565	5.545497623	5.663334225	5.879413567	5.441296273	5.599097482	5.446631898	5.367624874	5.581949321	5.454735935
C8orf44	5.836162632	5.568902415	5.856723009	5.409610578	5.388201981	5.523390033	5.737577399	6.022427029	5.686491206	5.711565071	6.177037032	5.68052992
C8orf44-SGK3	5.836162632	5.568902415	5.856723009	5.409610578	5.388201981	5.523390033	5.737577399	6.022427029	5.686491206	5.711565071	6.177037032	5.68052992
C8orf58	7.7206178	7.825263252	7.808577261	7.686942865	8.104378204	7.804520398	6.564228765	6.956282029	7.130569234	6.614927183	6.359941412	6.605606373
C8orf76	7.046765723	6.548827781	6.822092349	6.711325281	6.595699066	6.361662285	7.0236984	7.018866036	7.041748331	7.546324639	7.523076703	7.304161731
C8orf82	6.903784202	7.377683146	7.281035757	6.919507668	7.642373119	7.513514688	6.683549263	7.018866036	7.053172392	6.139138607	5.878065989	6.512294238
C9orf116	6.013427084	6.588334065	6.774959458	6.585214274	6.485572291	6.49588137	6.100598113	5.879061071	6.114587323	5.803046872	5.920101692	5.896413411
C9orf139	4.879452482	5.162002464	5.602447684	5.028932371	5.047412143	4.86539165	5.762717634	5.254750996	5.533861656	6.232324563	6.768198259	6.550435381
C9orf152	8.856094916	9.367916793	9.306082722	10.24020112	9.847163847	10.08839779	8.69173114	8.804235682	8.892555059	10.03916772	9.62248162	9.734469559
C9orf16	8.564630602	9.505846989	9.529720101	10.25502951	11.33297119	11.12192799	8.946446114	9.383999527	9.283036574	10.92147748	10.84036037	10.55258226
C9orf40	5.950262831	5.938657394	5.814980432	6.155375863	5.775457501	5.390172783	5.405382363	5.638749939	5.237374367	5.556011685	5.313469428	5.055885396
C9orf47	5.344733606	5.630947184	5.361006088	5.304536674	5.332135462	5.133006537	5.367792306	5.847976331	5.786995291	5.211053859	5.389264618	5.141305852
C9orf64	6.561568446	6.480152844	6.622531141	6.10759118	6.107498688	5.835625945	6.06356083	6.049017781	6.090658713	5.610758843	5.690757925	5.757652763
C9orf72	6.831482577	6.575299381	6.412228413	6.534570228	6.107498688	6.61727949	6.082227939	6.049017781	6.183573212	5.845910744	5.788666863	6.231431417
C9orf78	7.698162252	7.192445086	7.566794545	7.268912708	7.171621592	7.081596169	7.600229225	7.607160717	7.446258219	7.642817986	7.877861683	7.911709828
C9orf85	6.148458548	6.377289307	6.278183911	6.601663083	6.183373705	6.443898155	6.824017556	6.349010834	6.564510516	6.318811781	6.359941412	6.895239269
CA1	6.535224151	5.86982499	5.519608274	5.11036386	5.938888067	5.017348182	5.286607293	5.117702501	5.399378359	5.758335747	5.458442836	4.953933723
CA11	5.423245053	5.467026739	5.702581001	6.288187544	6.158620971	6.521096917	5.787251967	5.557676529	5.399378359	5.96506886	5.458442836	5.829324458
CA12	11.51268653	11.90866521	11.02976916	12.16290028	12.03313296	12.27587752	11.8609156	11.6644614	11.75534766	11.93900159	11.46468081	11.64574941
CA13	7.530056048	7.941185973	7.494996416	7.207882508	7.422026179	7.279347112	6.85442577	6.555793492	6.81766121	6.499818747	6.331297239	6.709379584
CA14	5.528546732	5.308363269	5.205570921	5.768435405	5.739463005	5.639047796	5.857555329	5.713448913	5.754594838	5.758335747	6.359941412	6.255459514
CA2	7.316850374	7.710424241	7.267753692	7.489261819	7.496379861	7.765021069	7.712208747	7.391445317	7.696337399	8.068928598	7.949818735	7.749873937
CA3	5.384962629	5.262950176	5.395278445	5.502545825	5.702132784	5.017348182	5.879986941	5.676816184	5.935489682	6.037910368	6.241120387	6.347094662
CA4	6.317974397	6.26514662	5.876993565	6.245524797	6.081072219	5.879413567	6.36141666	5.879061071	5.848903188	6.037910368	5.458442836	5.401638268
CA5A	5.622627207	5.82135208	5.793467937	5.304536674	5.702132784	5.390172783	6.025288648	5.420323729	5.96288705	5.367624874	5.313469428	5.551896671
CA5B	7.010088911	6.824947472	6.589788704	6.957521844	6.806437722	6.570085339	6.637126719	6.44721712	6.85770072	7.611384555	7.949818735	8.118356141
CA5BP1	6.637520308	6.91904039	6.97095144	6.969958971	7.353544886	7.221470914	6.922802474	6.904039821	6.85770072	7.863007701	7.782447568	7.503495809
CA7	5.423245053	5.82135208	5.575664236	6.131727006	6.20762171	6.470156279	5.901959459	5.599097482	5.721124648	5.211053859	5.999626877	5.639570305
CA9	13.17094378	13.6106467	13.34388187	14.59695786	14.83141561	14.91976097	13.22783004	13.663473	13.61393735	14.55065274	14.45294824	14.3233595
CAAP1	7.142817547	6.769657445	7.05920183	6.61790559	6.504597278	6.361662285	7.426734416	6.83574314	7.224058564	7.16583079	6.768198259	7.417306396
CAB39	8.601100017	8.302500883	8.163722803	7.985083137	7.987914667	7.925769927	8.723841115	8.339733127	8.809761554	8.438362253	8.526145235	8.148095341
CAB39L	7.019351345	6.997487635	6.945850919	6.919507668	7.101209177	7.279347112	6.969599239	6.821654953	6.85770072	7.25074367	7.095694511	6.866007549
CABIN1	10.92523519	10.9830127	11.36539596	11.0628939	11.40593919	11.68809286	11.05322461	11.56844195	11.11058342	11.3552358	11.235933	11.43777755
CABLES1	7.709434742	7.634342622	8.202044418	7.579688528	7.818491228	7.452316347	7.738865748	7.516315105	7.537342805	7.663389922	7.79228394	7.558138391
CABLES2	6.52184626	7.159002279	7.156625542	6.994495351	7.505401877	7.221470914	5.901959459	6.32840393	6.13803484	6.425418734	6.543978316	6.587476748
CABP1	5.708149627	5.568902415	5.856723009	6.131727006	6.20762171	5.921484333	4.955874619	5.51426643	5.237374367	5.556011685	5.016807323	5.68052992
CABYR	6.092507981	6.103757223	6.094931566	6.131727006	6.300006145	5.879413567	6.025288648	5.782913148	5.935489682	6.290659202	6.143653524	6.390478193
CACFD1	7.03768887	7.370439605	7.466370088	7.248867705	7.888709304	7.452316347	7.352204988	7.630949162	7.263655298	7.53518169	7.332617361	7.584680957
CACHD1	6.30205117	6.521799111	6.849591469	6.633947385	6.523342558	7.097861892	6.672097317	6.264423576	6.689741903	7.121322555	6.768198259	6.937927679
CACNA1A	5.761296011	5.689174824	5.97301989	5.586485709	5.622910931	5.789938354	5.901959459	6.286124623	6.041260697	5.367624874	5.834315347	5.794109822
CACNA1C	6.053650547	6.122816005	5.856723009	6.005662114	6.300006145	6.49588137	6.285784824	6.48444768	6.531212419	6.978369763	7.399038841	7.157305934
CACNA1D	7.353524097	7.167439606	7.477891087	7.649569843	7.373457407	7.513514688	7.067191051	7.314719066	7.041748331	7.136319768	7.174204779	7.567041839
CACNA1F	6.184332222	5.796250121	5.726083342	6.155375863	6.20762171	6.110829315	5.475720411	5.420323729	5.533861656	5.556011685	5.458442836	5.757652763
CACNA1I	5.344733606	5.391650354	5.287482752	5.457362244	5.440565212	5.459416468	5.441296273	5.314086256	4.926788385	5.556011685	5.740902356	5.829324458
CACNA2D2	5.459815192	5.502317199	5.205570921	5.409610578	5.663334225	5.639047796	5.195047774	5.117702501	5.237374367	5.497728652	5.458442836	5.639570305
CACNA2D3	5.786858642	5.86982499	5.814980432	6.082944203	5.622910931	5.523390033	6.188354615	5.782913148	5.935489682	5.845910744	5.740902356	5.71983774
CACNA2D4	6.842053719	7.08063325	6.849591469	7.563675451	7.736997524	7.617351954	6.254173507	6.538326469	6.227431772	5.758335747	5.690757925	5.504670408
CACNB1	6.219155541	6.248252826	6.373515475	6.463768714	6.664221873	6.810802075	5.328296633	5.938662975	5.574434916	5.96506886	5.834315347	6.231431417
CACNB2	5.971717474	5.74413337	5.678505316	5.304536674	5.489816701	5.459416468	5.811215584	6.173494255	5.907390931	5.211053859	5.834315347	5.71983774
CACNB3	7.858469285	7.866668995	8.042153531	8.374661256	8.739876712	8.902964355	7.576721685	8.172891579	7.845648083	8.774445001	8.821407028	8.572656413
CACNB4	5.459815192	5.262950176	5.11191532	5.304536674	5.205297488	5.314304774	6.118682243	5.782913148	5.935489682	6.139138607	5.960577639	5.92845143
CACNG4	6.883521673	7.669968774	7.105030483	7.419618104	7.888709304	7.952336279	6.285784824	6.196881687	6.205703475	4.855828126	4.495114043	4.495114043
CACTIN	6.755035205	6.908905723	7.313693656	6.696211125	7.07690957	6.830654634	7.754621472	7.940354111	7.717652086	8.158088329	7.949818735	8.360951978
CACUL1	9.403133879	9.487873283	9.469897459	9.188446945	9.032461419	9.040534449	9.883641037	9.84548398	9.83943142	9.861469796	9.870210241	9.68489844
CACYBP	7.669579987	7.217004148	7.466370088	6.551674106	6.20762171	6.332997712	7.295374645	7.055076238	7.311607345	7.180351756	6.519266767	6.836123254
CAD	8.815328282	8.832916733	9.594991619	8.236355149	8.662346306	8.795256776	8.760416342	9.021538358	8.672260156	7.990107159	7.742402348	8.293466317
CADM1	7.561589272	6.814071872	7.382943495	7.985083137	7.650505947	7.987001693	6.884157782	7.043112953	7.348808717	9.061963169	9.451647947	9.217070145
CADM4	7.530056048	7.861559034	8.259314481	7.772790586	8.013238781	8.125566936	7.623349708	7.90194164	7.592365042	8.11420631	8.526145235	8.136274074
CADPS	10.35016055	10.49943407	10.13675184	10.06194014	9.923741778	9.891367964	10.3728995	9.988708809	10.45376355	9.498236417	9.541041893	9.591130638
CADPS2	6.720871098	6.422408063	6.726088205	6.267043447	6.25469469	6.178623714	6.500161614	5.879061071	6.290364201	6.00207924	6.543978316	6.492788153
CALB1	6.873274479	7.809418253	7.313693656	6.711325281	7.07690957	7.375148869	7.049960395	7.264515635	7.119777255	6.85571048	7.029468349	6.836123254
CALB2	8.960245086	9.798710082	9.654936513	10.35705815	10.70816666	10.27915841	8.99764196	9.442718241	9.606895502	9.710935192	9.811557411	9.894783882
CALCOCO1	9.802469144	10.29489338	9.809941527	10.46621244	10.6592534	10.68736495	9.795948481	10.04223757	9.828169742	10.44336328	10.67393032	10.45191007
CALCOCO2	9.354232026	9.413646956	9.214063928	9.991367406	9.601974379	9.636217448	9.396157961	9.431610635	9.413704664	9.766016965	10.00194216	9.810397938
CALD1	7.324263091	7.528200168	7.550549368	7.531089928	7.312842011	7.548988481	6.96036877	6.930414124	7.224058564	7.208941584	7.5925416	6.90961978
CALM1	11.57187265	11.34770193	11.51353613	11.0323838	10.69463733	10.54891502	11.94622465	11.53409629	11.77180656	11.92592481	12.07327503	11.89046037
CALM2	8.363355015	8.279792625	7.959004058	8.266090164	7.874941533	7.81422511	8.447446451	8.209949105	7.945122093	7.590031316	7.558239344	7.636306419
CALM3	11.09041294	11.60334559	11.50974469	11.57614536	11.97277054	11.79989816	11.27383446	11.38445214	11.52629255	11.46635019	11.51991685	11.24955853
CALML4	8.229747594	8.488814732	8.076351871	8.875804878	8.61373263	8.804950135	8.424804225	8.325346238	8.479470607	8.20065913	7.79228394	8.21141548
CALR	12.63408318	12.99990548	12.83918153	13.56027187	13.36478798	13.32896776	12.73728494	12.77326727	12.7807726	13.98030251	14.3515706	13.96298844
CALU	9.769562468	9.444476218	9.285239716	9.946389751	9.485498917	9.26058652	9.154907527	8.811119304	9.220374773	9.251939914	9.271780475	9.118865772
CALY	5.592325168	5.82135208	5.575664236	6.499661296	6.577987459	6.810802075	5.711792269	5.815951513	5.818407538	6.614927183	6.568223035	6.368975731
CAMK1	5.560996835	5.845866083	6.111335708	5.625727942	6.026326407	5.835625945	5.367792306	5.676816184	5.237374367	5.96506886	5.999626877	5.92845143
CAMK1D	5.761296011	6.084380771	6.044273591	6.223616008	6.25469469	5.961993602	6.100598113	6.173494255	5.650586365	5.662478027	5.389264618	5.71983774
CAMK2B	6.16653127	6.803106694	7.066947638	6.741042521	7.205518048	6.961944822	5.65810855	6.264423576	5.96288705	5.003929416	5.132349363	4.820229161
CAMK2D	10.07226806	10.29395393	9.837717482	10.42637808	10.2003595	10.37965758	9.711919522	9.50973615	10.2555134	10.03916772	10.03102137	9.918993785
CAMK2G	9.420203877	9.305835857	9.163992976	9.442956433	9.507791328	9.388421855	10.10450807	10.2217886	9.968123498	10.19908384	10.13225191	10.21971459
CAMK2N1	8.988011586	9.219322465	8.708936482	9.427756687	9.483250575	9.676305914	8.136802094	8.506202773	8.487701606	7.940625632	7.637011989	8.087982501
CAMK4	5.651985478	5.502317199	5.490192603	5.586485709	4.946973102	5.583037304	7.372930408	6.687636865	6.748128382	6.499818747	6.615386838	6.255459514
CAMKK1	7.271521149	7.42735891	7.339276877	7.110940526	7.353544886	7.221470914	6.969599239	7.38208305	7.224058564	6.425418734	6.387939001	6.951861728
CAMKK2	8.893290239	8.945091266	8.90266782	8.783160864	8.900371907	8.990476332	8.835787082	8.964055774	8.586785108	8.432431414	8.397587706	8.55505588
CAMKMT	6.219155541	6.562131629	6.424871108	6.155375863	6.107498688	6.178623714	6.601190657	6.465969215	6.407298172	6.072648082	5.690757925	6.302133979
CAMLG	8.178251783	7.876833928	7.896480412	8.251300106	7.97508124	7.82386367	8.003056157	7.758645746	8.246923098	8.068928598	8.018301931	8.325010146
CAMSAP1	8.668507439	8.674063093	8.795508703	8.026301512	8.178904219	8.230349808	9.032210403	9.194568334	9.144509097	9.038785168	9.144380987	9.203042126
CAMSAP2	7.497796368	7.233136952	7.163840274	6.906594076	6.745114659	6.443898155	7.406800772	7.13600505	7.463266735	7.723361596	7.701187356	7.436924841
CAMSAP3	8.601100017	8.812023715	8.763362849	8.401677873	9.035536189	9.128011666	9.1743765	9.524447041	9.172793274	9.564597152	9.863296662	9.601855864
CAMTA1	6.709283367	6.676084144	6.578687849	6.798544195	6.504597278	6.49588137	6.446483697	6.48444768	6.407298172	6.818500981	7.062983662	6.866007549
CAMTA2	9.664645866	10.12145585	10.03678931	9.903105135	10.36438907	10.63546744	9.922116683	10.39749463	9.89136796	9.586054813	9.163286436	9.527298171
CAND1	8.549156675	8.386351072	8.153090108	8.319045957	8.074642583	7.995537396	8.818551257	8.386669479	8.725379398	8.450150673	8.531988205	8.532746647
CANT1	11.9006775	12.05609442	12.29580237	12.04808081	12.22916941	12.42792124	11.86779774	12.10043177	11.77264556	11.77833065	11.55106794	11.4118247
CANX	12.00579711	11.56804164	11.48397635	12.12339113	11.77118873	11.89236486	11.76576437	11.55469938	11.84662375	12.40485632	12.48654993	12.23416236
CAP1	11.35579813	11.58426592	11.22193242	11.90347006	11.62552244	11.66039843	11.54646133	11.37231614	11.8156148	12.1435311	12.24612961	11.77494577
CAP2	5.971717474	5.536231545	6.249524949	6.131727006	5.997932665	6.145214711	5.94461459	5.909270693	6.38855845	5.887105313	5.389264618	5.863396605
CAPG	8.971879737	9.294596892	8.896331923	9.800682202	9.531920831	9.362436607	8.765566087	8.793847951	8.979598562	8.999304744	9.323106144	8.967705513
CAPN1	11.0177696	11.23330573	11.38132866	11.05090879	11.54003614	11.57043591	11.37601677	11.53513347	11.27652709	11.40056244	11.50149161	11.18045823
CAPN10	7.622605578	7.664093371	7.640213993	7.694299892	8.000633157	7.916802731	7.785615025	8.020176974	7.793161174	7.568348224	7.424744174	7.726296626
CAPN10-DT	6.201870713	6.044622956	6.094931566	5.951036099	6.026326407	6.178623714	6.136490577	6.408854675	5.818407538	5.845910744	6.109294688	6.206914092
CAPN12	8.025092472	8.335900272	8.320715001	8.806888387	9.09568957	9.385199238	7.472167212	8.037977617	7.819648112	7.871844888	7.637011989	8.272043201
CAPN14	5.592325168	5.162002464	5.160507843	5.801148308	5.876489001	5.921484333	5.367792306	5.03532358	5.173921216	5.116698907	4.495114043	4.820229161
CAPN15	9.507443213	9.828868733	9.726818453	9.236610504	10.01989985	10.17485995	11.03791709	11.39420228	10.91012976	10.06230841	10.08945278	10.2956282
CAPN2	11.65092641	11.6389161	11.46131286	11.42485204	11.34291617	11.5029831	11.73794438	11.668248	11.77180656	11.68516752	11.57593607	11.85372133
CAPN3	5.651985478	5.430201746	5.490192603	5.358858963	5.271555237	5.523390033	5.711792269	6.049017781	5.87854555	6.202065041	6.241120387	6.076089409
CAPN5	10.73594255	11.09023684	10.87063035	11.3399122	11.58000045	11.81253496	10.55303684	10.88871405	10.68350915	11.33004281	11.46468081	11.36100038
CAPN7	7.43778379	7.053478627	7.199356358	7.053962184	6.961850311	6.961944822	7.738865748	7.574802741	7.738649343	7.713541889	7.65873052	7.788314896
